"['104.52', '108.11', '111.43', '113.84', '112.92', '111.21', '112.55', '113.13', '114.43', '122.06', '121.7', '120.57', '127.83', '1']"
"['246.25', '249.49', '253.14', '255.27', '264.73', '269.65', '264.74', '264.43', '270.15', '272.37', '273.89', '277.57', '281.75', '1']"
"['249.49', '253.14', '255.27', '264.73', '269.65', '264.74', '264.43', '270.15', '272.37', '273.89', '277.57', '281.75', '288.55', '1']"
"['253.14', '255.27', '264.73', '269.65', '264.74', '264.43', '270.15', '272.37', '273.89', '277.57', '281.75', '288.55', '293.23', '1']"
"['255.27', '264.73', '269.65', '264.74', '264.43', '270.15', '272.37', '273.89', '277.57', '281.75', '288.55', '293.23', '294.32', '1']"
"['264.73', '269.65', '264.74', '264.43', '270.15', '272.37', '273.89', '277.57', '281.75', '288.55', '293.23', '294.32', '302.13', '1']"
"['269.65', '264.74', '264.43', '270.15', '272.37', '273.89', '277.57', '281.75', '288.55', '293.23', '294.32', '302.13', '311.67', '1']"
"['264.74', '264.43', '270.15', '272.37', '273.89', '277.57', '281.75', '288.55', '293.23', '294.32', '302.13', '311.67', '326.27', '1']"
"['264.43', '270.15', '272.37', '273.89', '277.57', '281.75', '288.55', '293.23', '294.32', '302.13', '311.67', '326.27', '334.23', '0']"
"['270.15', '272.37', '273.89', '277.57', '281.75', '288.55', '293.23', '294.32', '302.13', '311.67', '326.27', '334.23', '320.98', '1']"
"['272.37', '273.89', '277.57', '281.75', '288.55', '293.23', '294.32', '302.13', '311.67', '326.27', '334.23', '320.98', '347.73', '1']"
"['273.89', '277.57', '281.75', '288.55', '293.23', '294.32', '302.13', '311.67', '326.27', '334.23', '320.98', '347.73', '392.01', '1']"
"['277.57', '281.75', '288.55', '293.23', '294.32', '302.13', '311.67', '326.27', '334.23', '320.98', '347.73', '392.01', '438.82', '0']"
"['281.75', '288.55', '293.23', '294.32', '302.13', '311.67', '326.27', '334.23', '320.98', '347.73', '392.01', '438.82', '393.37', '0']"
"['288.55', '293.23', '294.32', '302.13', '311.67', '326.27', '334.23', '320.98', '347.73', '392.01', '438.82', '393.37', '372.47', '1']"
"['293.23', '294.32', '302.13', '311.67', '326.27', '334.23', '320.98', '347.73', '392.01', '438.82', '393.37', '372.47', '384.45', '0']"
"['294.32', '302.13', '311.67', '326.27', '334.23', '320.98', '347.73', '392.01', '438.82', '393.37', '372.47', '384.45', '379.37', '0']"
"['302.13', '311.67', '326.27', '334.23', '320.98', '347.73', '392.01', '438.82', '393.37', '372.47', '384.45', '379.37', '378.42', '0']"
"['311.67', '326.27', '334.23', '320.98', '347.73', '392.01', '438.82', '393.37', '372.47', '384.45', '379.37', '378.42', '346.11', '0']"
"['326.27', '334.23', '320.98', '347.73', '392.01', '438.82', '393.37', '372.47', '384.45', '379.37', '378.42', '346.11', '314.08', '1']"
"['334.23', '320.98', '347.73', '392.01', '438.82', '393.37', '372.47', '384.45', '379.37', '378.42', '346.11', '314.08', '330.86', '1']"
"['320.98', '347.73', '392.01', '438.82', '393.37', '372.47', '384.45', '379.37', '378.42', '346.11', '314.08', '330.86', '334.88', '0']"
"['347.73', '392.01', '438.82', '393.37', '372.47', '384.45', '379.37', '378.42', '346.11', '314.08', '330.86', '334.88', '333.9', '0']"
"['392.01', '438.82', '393.37', '372.47', '384.45', '379.37', '378.42', '346.11', '314.08', '330.86', '334.88', '333.9', '325.14', '1']"
"['438.82', '393.37', '372.47', '384.45', '379.37', '378.42', '346.11', '314.08', '330.86', '334.88', '333.9', '325.14', '327.75', '1']"
"['393.37', '372.47', '384.45', '379.37', '378.42', '346.11', '314.08', '330.86', '334.88', '333.9', '325.14', '327.75', '335.44', '0']"
"['372.47', '384.45', '379.37', '378.42', '346.11', '314.08', '330.86', '334.88', '333.9', '325.14', '327.75', '335.44', '334.99', '0']"
"['384.45', '379.37', '378.42', '346.11', '314.08', '330.86', '334.88', '333.9', '325.14', '327.75', '335.44', '334.99', '329.2', '0']"
"['379.37', '378.42', '346.11', '314.08', '330.86', '334.88', '333.9', '325.14', '327.75', '335.44', '334.99', '329.2', '321.77', '1']"
"['378.42', '346.11', '314.08', '330.86', '334.88', '333.9', '325.14', '327.75', '335.44', '334.99', '329.2', '321.77', '326.15', '0']"
"['346.11', '314.08', '330.86', '334.88', '333.9', '325.14', '327.75', '335.44', '334.99', '329.2', '321.77', '326.15', '323.97', '0']"
"['314.08', '330.86', '334.88', '333.9', '325.14', '327.75', '335.44', '334.99', '329.2', '321.77', '326.15', '323.97', '323.24', '0']"
"['330.86', '334.88', '333.9', '325.14', '327.75', '335.44', '334.99', '329.2', '321.77', '326.15', '323.97', '323.24', '321.26', '1']"
"['334.88', '333.9', '325.14', '327.75', '335.44', '334.99', '329.2', '321.77', '326.15', '323.97', '323.24', '321.26', '335.8', '1']"
"['333.9', '325.14', '327.75', '335.44', '334.99', '329.2', '321.77', '326.15', '323.97', '323.24', '321.26', '335.8', '347.14', '1']"
"['325.14', '327.75', '335.44', '334.99', '329.2', '321.77', '326.15', '323.97', '323.24', '321.26', '335.8', '347.14', '357.35', '0']"
"['327.75', '335.44', '334.99', '329.2', '321.77', '326.15', '323.97', '323.24', '321.26', '335.8', '347.14', '357.35', '356.8', '1']"
"['335.44', '334.99', '329.2', '321.77', '326.15', '323.97', '323.24', '321.26', '335.8', '347.14', '357.35', '356.8', '366.64', '1']"
"['334.99', '329.2', '321.77', '326.15', '323.97', '323.24', '321.26', '335.8', '347.14', '357.35', '356.8', '366.64', '373.97', '0']"
"['329.2', '321.77', '326.15', '323.97', '323.24', '321.26', '335.8', '347.14', '357.35', '356.8', '366.64', '373.97', '364.56', '0']"
"['321.77', '326.15', '323.97', '323.24', '321.26', '335.8', '347.14', '357.35', '356.8', '366.64', '373.97', '364.56', '358.25', '1']"
"['326.15', '323.97', '323.24', '321.26', '335.8', '347.14', '357.35', '356.8', '366.64', '373.97', '364.56', '358.25', '362.24', '0']"
"['323.97', '323.24', '321.26', '335.8', '347.14', '357.35', '356.8', '366.64', '373.97', '364.56', '358.25', '362.24', '362.1', '1']"
"['323.24', '321.26', '335.8', '347.14', '357.35', '356.8', '366.64', '373.97', '364.56', '358.25', '362.24', '362.1', '388.16', '1']"
"['321.26', '335.8', '347.14', '357.35', '356.8', '366.64', '373.97', '364.56', '358.25', '362.24', '362.1', '388.16', '392.95', '1']"
"['335.8', '347.14', '357.35', '356.8', '366.64', '373.97', '364.56', '358.25', '362.24', '362.1', '388.16', '392.95', '394.58', '1']"
"['347.14', '357.35', '356.8', '366.64', '373.97', '364.56', '358.25', '362.24', '362.1', '388.16', '392.95', '394.58', '404.63', '1']"
"['357.35', '356.8', '366.64', '373.97', '364.56', '358.25', '362.24', '362.1', '388.16', '392.95', '394.58', '404.63', '416.85', '1']"
"['356.8', '366.64', '373.97', '364.56', '358.25', '362.24', '362.1', '388.16', '392.95', '394.58', '404.63', '416.85', '423.3', '1']"
"['366.64', '373.97', '364.56', '358.25', '362.24', '362.1', '388.16', '392.95', '394.58', '404.63', '416.85', '423.3', '444.94', '0']"
"['373.97', '364.56', '358.25', '362.24', '362.1', '388.16', '392.95', '394.58', '404.63', '416.85', '423.3', '444.94', '431.9', '1']"
"['364.56', '358.25', '362.24', '362.1', '388.16', '392.95', '394.58', '404.63', '416.85', '423.3', '444.94', '431.9', '436.16', '1']"
"['358.25', '362.24', '362.1', '388.16', '392.95', '394.58', '404.63', '416.85', '423.3', '444.94', '431.9', '436.16', '442.7', '1']"
"['362.24', '362.1', '388.16', '392.95', '394.58', '404.63', '416.85', '423.3', '444.94', '431.9', '436.16', '442.7', '461.23', '0']"
"['362.1', '388.16', '392.95', '394.58', '404.63', '416.85', '423.3', '444.94', '431.9', '436.16', '442.7', '461.23', '455.18', '0']"
"['388.16', '392.95', '394.58', '404.63', '416.85', '423.3', '444.94', '431.9', '436.16', '442.7', '461.23', '455.18', '454.77', '1']"
"['392.95', '394.58', '404.63', '416.85', '423.3', '444.94', '431.9', '436.16', '442.7', '461.23', '455.18', '454.77', '461.99', '0']"
"['394.58', '404.63', '416.85', '423.3', '444.94', '431.9', '436.16', '442.7', '461.23', '455.18', '454.77', '461.99', '461.95', '0']"
"['404.63', '416.85', '423.3', '444.94', '431.9', '436.16', '442.7', '461.23', '455.18', '454.77', '461.99', '461.95', '447.36', '0']"
"['416.85', '423.3', '444.94', '431.9', '436.16', '442.7', '461.23', '455.18', '454.77', '461.99', '461.95', '447.36', '437.06', '0']"
"['423.3', '444.94', '431.9', '436.16', '442.7', '461.23', '455.18', '454.77', '461.99', '461.95', '447.36', '437.06', '437.05', '1']"
"['444.94', '431.9', '436.16', '442.7', '461.23', '455.18', '454.77', '461.99', '461.95', '447.36', '437.06', '437.05', '442.7', '1']"
"['431.9', '436.16', '442.7', '461.23', '455.18', '454.77', '461.99', '461.95', '447.36', '437.06', '437.05', '442.7', '454.47', '0']"
"['436.16', '442.7', '461.23', '455.18', '454.77', '461.99', '461.95', '447.36', '437.06', '437.05', '442.7', '454.47', '446.76', '0']"
"['442.7', '461.23', '455.18', '454.77', '461.99', '461.95', '447.36', '437.06', '437.05', '442.7', '454.47', '446.76', '422.72', '0']"
"['461.23', '455.18', '454.77', '461.99', '461.95', '447.36', '437.06', '437.05', '442.7', '454.47', '446.76', '422.72', '420.68', '1']"
"['455.18', '454.77', '461.99', '461.95', '447.36', '437.06', '437.05', '442.7', '454.47', '446.76', '422.72', '420.68', '422.21', '1']"
"['454.77', '461.99', '461.95', '447.36', '437.06', '437.05', '442.7', '454.47', '446.76', '422.72', '420.68', '422.21', '429.29', '0']"
"['461.99', '461.95', '447.36', '437.06', '437.05', '442.7', '454.47', '446.76', '422.72', '420.68', '422.21', '429.29', '428.74', '1']"
"['461.95', '447.36', '437.06', '437.05', '442.7', '454.47', '446.76', '422.72', '420.68', '422.21', '429.29', '428.74', '428.85', '1']"
"['447.36', '437.06', '437.05', '442.7', '454.47', '446.76', '422.72', '420.68', '422.21', '429.29', '428.74', '428.85', '433.36', '0']"
"['437.06', '437.05', '442.7', '454.47', '446.76', '422.72', '420.68', '422.21', '429.29', '428.74', '428.85', '433.36', '433.36', '0']"
"['437.05', '442.7', '454.47', '446.76', '422.72', '420.68', '422.21', '429.29', '428.74', '428.85', '433.36', '433.36', '428.82', '1']"
"['442.7', '454.47', '446.76', '422.72', '420.68', '422.21', '429.29', '428.74', '428.85', '433.36', '433.36', '428.82', '435.9', '0']"
"['454.47', '446.76', '422.72', '420.68', '422.21', '429.29', '428.74', '428.85', '433.36', '433.36', '428.82', '435.9', '432.62', '0']"
"['446.76', '422.72', '420.68', '422.21', '429.29', '428.74', '428.85', '433.36', '433.36', '428.82', '435.9', '432.62', '430.49', '1']"
"['422.72', '420.68', '422.21', '429.29', '428.74', '428.85', '433.36', '433.36', '428.82', '435.9', '432.62', '430.49', '454.29', '0']"
"['420.68', '422.21', '429.29', '428.74', '428.85', '433.36', '433.36', '428.82', '435.9', '432.62', '430.49', '454.29', '453.71', '0']"
"['422.21', '429.29', '428.74', '428.85', '433.36', '433.36', '428.82', '435.9', '432.62', '430.49', '454.29', '453.71', '447.46', '0']"
"['429.29', '428.74', '428.85', '433.36', '433.36', '428.82', '435.9', '432.62', '430.49', '454.29', '453.71', '447.46', '447.29', '1']"
"['428.74', '428.85', '433.36', '433.36', '428.82', '435.9', '432.62', '430.49', '454.29', '453.71', '447.46', '447.29', '448.09', '0']"
"['428.85', '433.36', '433.36', '428.82', '435.9', '432.62', '430.49', '454.29', '453.71', '447.46', '447.29', '448.09', '442.4', '0']"
"['433.36', '433.36', '428.82', '435.9', '432.62', '430.49', '454.29', '453.71', '447.46', '447.29', '448.09', '442.4', '430.24', '0']"
"['433.36', '428.82', '435.9', '432.62', '430.49', '454.29', '453.71', '447.46', '447.29', '448.09', '442.4', '430.24', '416.78', '0']"
"['428.82', '435.9', '432.62', '430.49', '454.29', '453.71', '447.46', '447.29', '448.09', '442.4', '430.24', '416.78', '380.95', '1']"
"['435.9', '432.62', '430.49', '454.29', '453.71', '447.46', '447.29', '448.09', '442.4', '430.24', '416.78', '380.95', '381.85', '1']"
"['432.62', '430.49', '454.29', '453.71', '447.46', '447.29', '448.09', '442.4', '430.24', '416.78', '380.95', '381.85', '383.97', '1']"
"['430.49', '454.29', '453.71', '447.46', '447.29', '448.09', '442.4', '430.24', '416.78', '380.95', '381.85', '383.97', '384.97', '0']"
"['454.29', '453.71', '447.46', '447.29', '448.09', '442.4', '430.24', '416.78', '380.95', '381.85', '383.97', '384.97', '384.51', '1']"
"['453.71', '447.46', '447.29', '448.09', '442.4', '430.24', '416.78', '380.95', '381.85', '383.97', '384.97', '384.51', '409.94', '0']"
"['447.46', '447.29', '448.09', '442.4', '430.24', '416.78', '380.95', '381.85', '383.97', '384.97', '384.51', '409.94', '406.89', '0']"
"['447.29', '448.09', '442.4', '430.24', '416.78', '380.95', '381.85', '383.97', '384.97', '384.51', '409.94', '406.89', '386.5', '1']"
"['448.09', '442.4', '430.24', '416.78', '380.95', '381.85', '383.97', '384.97', '384.51', '409.94', '406.89', '386.5', '391.01', '1']"
"['442.4', '430.24', '416.78', '380.95', '381.85', '383.97', '384.97', '384.51', '409.94', '406.89', '386.5', '391.01', '400.44', '0']"
"['430.24', '416.78', '380.95', '381.85', '383.97', '384.97', '384.51', '409.94', '406.89', '386.5', '391.01', '400.44', '393.52', '1']"
"['416.78', '380.95', '381.85', '383.97', '384.97', '384.51', '409.94', '406.89', '386.5', '391.01', '400.44', '393.52', '393.96', '0']"
"['380.95', '381.85', '383.97', '384.97', '384.51', '409.94', '406.89', '386.5', '391.01', '400.44', '393.52', '393.96', '392.71', '0']"
"['381.85', '383.97', '384.97', '384.51', '409.94', '406.89', '386.5', '391.01', '400.44', '393.52', '393.96', '392.71', '381.27', '0']"
"['383.97', '384.97', '384.51', '409.94', '406.89', '386.5', '391.01', '400.44', '393.52', '393.96', '392.71', '381.27', '378.36', '1']"
"['384.97', '384.51', '409.94', '406.89', '386.5', '391.01', '400.44', '393.52', '393.96', '392.71', '381.27', '378.36', '378.5', '0']"
"['384.51', '409.94', '406.89', '386.5', '391.01', '400.44', '393.52', '393.96', '392.71', '381.27', '378.36', '378.5', '374.88', '0']"
"['409.94', '406.89', '386.5', '391.01', '400.44', '393.52', '393.96', '392.71', '381.27', '378.36', '378.5', '374.88', '373.13', '1']"
"['406.89', '386.5', '391.01', '400.44', '393.52', '393.96', '392.71', '381.27', '378.36', '378.5', '374.88', '373.13', '374.48', '0']"
"['386.5', '391.01', '400.44', '393.52', '393.96', '392.71', '381.27', '378.36', '378.5', '374.88', '373.13', '374.48', '373.58', '1']"
"['391.01', '400.44', '393.52', '393.96', '392.71', '381.27', '378.36', '378.5', '374.88', '373.13', '374.48', '373.58', '386.49', '0']"
"['400.44', '393.52', '393.96', '392.71', '381.27', '378.36', '378.5', '374.88', '373.13', '374.48', '373.58', '386.49', '384.98', '0']"
"['393.52', '393.96', '392.71', '381.27', '378.36', '378.5', '374.88', '373.13', '374.48', '373.58', '386.49', '384.98', '377.2', '0']"
"['393.96', '392.71', '381.27', '378.36', '378.5', '374.88', '373.13', '374.48', '373.58', '386.49', '384.98', '377.2', '376.51', '0']"
"['392.71', '381.27', '378.36', '378.5', '374.88', '373.13', '374.48', '373.58', '386.49', '384.98', '377.2', '376.51', '374.29', '1']"
"['381.27', '378.36', '378.5', '374.88', '373.13', '374.48', '373.58', '386.49', '384.98', '377.2', '376.51', '374.29', '375.99', '1']"
"['378.36', '378.5', '374.88', '373.13', '374.48', '373.58', '386.49', '384.98', '377.2', '376.51', '374.29', '375.99', '380.99', '0']"
"['378.5', '374.88', '373.13', '374.48', '373.58', '386.49', '384.98', '377.2', '376.51', '374.29', '375.99', '380.99', '379.23', '1']"
"['374.88', '373.13', '374.48', '373.58', '386.49', '384.98', '377.2', '376.51', '374.29', '375.99', '380.99', '379.23', '385.62', '1']"
"['373.13', '374.48', '373.58', '386.49', '384.98', '377.2', '376.51', '374.29', '375.99', '380.99', '379.23', '385.62', '394.46', '1']"
"['374.48', '373.58', '386.49', '384.98', '377.2', '376.51', '374.29', '375.99', '380.99', '379.23', '385.62', '394.46', '404.94', '0']"
"['373.58', '386.49', '384.98', '377.2', '376.51', '374.29', '375.99', '380.99', '379.23', '385.62', '394.46', '404.94', '403.65', '1']"
"['386.49', '384.98', '377.2', '376.51', '374.29', '375.99', '380.99', '379.23', '385.62', '394.46', '404.94', '403.65', '409.41', '1']"
"['384.98', '377.2', '376.51', '374.29', '375.99', '380.99', '379.23', '385.62', '394.46', '404.94', '403.65', '409.41', '418.71', '1']"
"['377.2', '376.51', '374.29', '375.99', '380.99', '379.23', '385.62', '394.46', '404.94', '403.65', '409.41', '418.71', '421.63', '1']"
"['376.51', '374.29', '375.99', '380.99', '379.23', '385.62', '394.46', '404.94', '403.65', '409.41', '418.71', '421.63', '423.68', '1']"
"['374.29', '375.99', '380.99', '379.23', '385.62', '394.46', '404.94', '403.65', '409.41', '418.71', '421.63', '423.68', '437.93', '1']"
"['375.99', '380.99', '379.23', '385.62', '394.46', '404.94', '403.65', '409.41', '418.71', '421.63', '423.68', '437.93', '439.65', '0']"
"['380.99', '379.23', '385.62', '394.46', '404.94', '403.65', '409.41', '418.71', '421.63', '423.68', '437.93', '439.65', '436.45', '0']"
"['379.23', '385.62', '394.46', '404.94', '403.65', '409.41', '418.71', '421.63', '423.68', '437.93', '439.65', '436.45', '423.36', '1']"
"['385.62', '394.46', '404.94', '403.65', '409.41', '418.71', '421.63', '423.68', '437.93', '439.65', '436.45', '423.36', '424.75', '1']"
"['394.46', '404.94', '403.65', '409.41', '418.71', '421.63', '423.68', '437.93', '439.65', '436.45', '423.36', '424.75', '424.8', '1']"
"['404.94', '403.65', '409.41', '418.71', '421.63', '423.68', '437.93', '439.65', '436.45', '423.36', '424.75', '424.8', '429.78', '1']"
"['403.65', '409.41', '418.71', '421.63', '423.68', '437.93', '439.65', '436.45', '423.36', '424.75', '424.8', '429.78', '432.82', '1']"
"['409.41', '418.71', '421.63', '423.68', '437.93', '439.65', '436.45', '423.36', '424.75', '424.8', '429.78', '432.82', '435.08', '1']"
"['418.71', '421.63', '423.68', '437.93', '439.65', '436.45', '423.36', '424.75', '424.8', '429.78', '432.82', '435.08', '437.51', '0']"
"['421.63', '423.68', '437.93', '439.65', '436.45', '423.36', '424.75', '424.8', '429.78', '432.82', '435.08', '437.51', '434.55', '0']"
"['423.68', '437.93', '439.65', '436.45', '423.36', '424.75', '424.8', '429.78', '432.82', '435.08', '437.51', '434.55', '427.17', '0']"
"['437.93', '439.65', '436.45', '423.36', '424.75', '424.8', '429.78', '432.82', '435.08', '437.51', '434.55', '427.17', '420.8', '0']"
"['439.65', '436.45', '423.36', '424.75', '424.8', '429.78', '432.82', '435.08', '437.51', '434.55', '427.17', '420.8', '412.45', '0']"
"['436.45', '423.36', '424.75', '424.8', '429.78', '432.82', '435.08', '437.51', '434.55', '427.17', '420.8', '412.45', '402.65', '1']"
"['423.36', '424.75', '424.8', '429.78', '432.82', '435.08', '437.51', '434.55', '427.17', '420.8', '412.45', '402.65', '407.74', '1']"
"['424.75', '424.8', '429.78', '432.82', '435.08', '437.51', '434.55', '427.17', '420.8', '412.45', '402.65', '407.74', '413.29', '0']"
"['424.8', '429.78', '432.82', '435.08', '437.51', '434.55', '427.17', '420.8', '412.45', '402.65', '407.74', '413.29', '413.25', '1']"
"['429.78', '432.82', '435.08', '437.51', '434.55', '427.17', '420.8', '412.45', '402.65', '407.74', '413.29', '413.25', '413.98', '1']"
"['432.82', '435.08', '437.51', '434.55', '427.17', '420.8', '412.45', '402.65', '407.74', '413.29', '413.25', '413.98', '417.69', '1']"
"['435.08', '437.51', '434.55', '427.17', '420.8', '412.45', '402.65', '407.74', '413.29', '413.25', '413.98', '417.69', '419.3', '0']"
"['437.51', '434.55', '427.17', '420.8', '412.45', '402.65', '407.74', '413.29', '413.25', '413.98', '417.69', '419.3', '413.29', '1']"
"['434.55', '427.17', '420.8', '412.45', '402.65', '407.74', '413.29', '413.25', '413.98', '417.69', '419.3', '413.29', '414.15', '1']"
"['427.17', '420.8', '412.45', '402.65', '407.74', '413.29', '413.25', '413.98', '417.69', '419.3', '413.29', '414.15', '415.69', '1']"
"['420.8', '412.45', '402.65', '407.74', '413.29', '413.25', '413.98', '417.69', '419.3', '413.29', '414.15', '415.69', '416.77', '1']"
"['412.45', '402.65', '407.74', '413.29', '413.25', '413.98', '417.69', '419.3', '413.29', '414.15', '415.69', '416.77', '417.92', '1']"
"['402.65', '407.74', '413.29', '413.25', '413.98', '417.69', '419.3', '413.29', '414.15', '415.69', '416.77', '417.92', '418.18', '0']"
"['407.74', '413.29', '413.25', '413.98', '417.69', '419.3', '413.29', '414.15', '415.69', '416.77', '417.92', '418.18', '409.92', '0']"
"['413.29', '413.25', '413.98', '417.69', '419.3', '413.29', '414.15', '415.69', '416.77', '417.92', '418.18', '409.92', '409.34', '1']"
"['413.25', '413.98', '417.69', '419.3', '413.29', '414.15', '415.69', '416.77', '417.92', '418.18', '409.92', '409.34', '411.86', '1']"
"['413.98', '417.69', '419.3', '413.29', '414.15', '415.69', '416.77', '417.92', '418.18', '409.92', '409.34', '411.86', '412.92', '1']"
"['417.69', '419.3', '413.29', '414.15', '415.69', '416.77', '417.92', '418.18', '409.92', '409.34', '411.86', '412.92', '417.59', '1']"
"['419.3', '413.29', '414.15', '415.69', '416.77', '417.92', '418.18', '409.92', '409.34', '411.86', '412.92', '417.59', '417.98', '0']"
"['413.29', '414.15', '415.69', '416.77', '417.92', '418.18', '409.92', '409.34', '411.86', '412.92', '417.59', '417.98', '416.66', '1']"
"['414.15', '415.69', '416.77', '417.92', '418.18', '409.92', '409.34', '411.86', '412.92', '417.59', '417.98', '416.66', '417.48', '1']"
"['415.69', '416.77', '417.92', '418.18', '409.92', '409.34', '411.86', '412.92', '417.59', '417.98', '416.66', '417.48', '418.81', '1']"
"['416.77', '417.92', '418.18', '409.92', '409.34', '411.86', '412.92', '417.59', '417.98', '416.66', '417.48', '418.81', '424.96', '0']"
"['417.92', '418.18', '409.92', '409.34', '411.86', '412.92', '417.59', '417.98', '416.66', '417.48', '418.81', '424.96', '422.26', '0']"
"['418.18', '409.92', '409.34', '411.86', '412.92', '417.59', '417.98', '416.66', '417.48', '418.81', '424.96', '422.26', '416.09', '0']"
"['409.92', '409.34', '411.86', '412.92', '417.59', '417.98', '416.66', '417.48', '418.81', '424.96', '422.26', '416.09', '414.15', '1']"
"['409.34', '411.86', '412.92', '417.59', '417.98', '416.66', '417.48', '418.81', '424.96', '422.26', '416.09', '414.15', '416.24', '1']"
"['411.86', '412.92', '417.59', '417.98', '416.66', '417.48', '418.81', '424.96', '422.26', '416.09', '414.15', '416.24', '417.55', '1']"
"['412.92', '417.59', '417.98', '416.66', '417.48', '418.81', '424.96', '422.26', '416.09', '414.15', '416.24', '417.55', '419.67', '0']"
"['417.59', '417.98', '416.66', '417.48', '418.81', '424.96', '422.26', '416.09', '414.15', '416.24', '417.55', '419.67', '419.65', '1']"
"['417.98', '416.66', '417.48', '418.81', '424.96', '422.26', '416.09', '414.15', '416.24', '417.55', '419.67', '419.65', '420.1', '1']"
"['416.66', '417.48', '418.81', '424.96', '422.26', '416.09', '414.15', '416.24', '417.55', '419.67', '419.65', '420.1', '422.4', '0']"
"['417.48', '418.81', '424.96', '422.26', '416.09', '414.15', '416.24', '417.55', '419.67', '419.65', '420.1', '422.4', '422.05', '0']"
"['418.81', '424.96', '422.26', '416.09', '414.15', '416.24', '417.55', '419.67', '419.65', '420.1', '422.4', '422.05', '421.8', '0']"
"['424.96', '422.26', '416.09', '414.15', '416.24', '417.55', '419.67', '419.65', '420.1', '422.4', '422.05', '421.8', '419.27', '0']"
"['422.26', '416.09', '414.15', '416.24', '417.55', '419.67', '419.65', '420.1', '422.4', '422.05', '421.8', '419.27', '418.68', '1']"
"['416.09', '414.15', '416.24', '417.55', '419.67', '419.65', '420.1', '422.4', '422.05', '421.8', '419.27', '418.68', '421.14', '1']"
"['414.15', '416.24', '417.55', '419.67', '419.65', '420.1', '422.4', '422.05', '421.8', '419.27', '418.68', '421.14', '423.21', '1']"
"['416.24', '417.55', '419.67', '419.65', '420.1', '422.4', '422.05', '421.8', '419.27', '418.68', '421.14', '423.21', '425.64', '0']"
"['417.55', '419.67', '419.65', '420.1', '422.4', '422.05', '421.8', '419.27', '418.68', '421.14', '423.21', '425.64', '424.27', '1']"
"['419.67', '419.65', '420.1', '422.4', '422.05', '421.8', '419.27', '418.68', '421.14', '423.21', '425.64', '424.27', '425.59', '1']"
"['419.65', '420.1', '422.4', '422.05', '421.8', '419.27', '418.68', '421.14', '423.21', '425.64', '424.27', '425.59', '430.05', '1']"
"['420.1', '422.4', '422.05', '421.8', '419.27', '418.68', '421.14', '423.21', '425.64', '424.27', '425.59', '430.05', '430.95', '0']"
"['422.4', '422.05', '421.8', '419.27', '418.68', '421.14', '423.21', '425.64', '424.27', '425.59', '430.05', '430.95', '428.62', '1']"
"['422.05', '421.8', '419.27', '418.68', '421.14', '423.21', '425.64', '424.27', '425.59', '430.05', '430.95', '428.62', '429.08', '1']"
"['421.8', '419.27', '418.68', '421.14', '423.21', '425.64', '424.27', '425.59', '430.05', '430.95', '428.62', '429.08', '435.11', '1']"
"['419.27', '418.68', '421.14', '423.21', '425.64', '424.27', '425.59', '430.05', '430.95', '428.62', '429.08', '435.11', '441.91', '1']"
"['418.68', '421.14', '423.21', '425.64', '424.27', '425.59', '430.05', '430.95', '428.62', '429.08', '435.11', '441.91', '448.44', '0']"
"['421.14', '423.21', '425.64', '424.27', '425.59', '430.05', '430.95', '428.62', '429.08', '435.11', '441.91', '448.44', '447.37', '1']"
"['423.21', '425.64', '424.27', '425.59', '430.05', '430.95', '428.62', '429.08', '435.11', '441.91', '448.44', '447.37', '451.34', '1']"
"['425.64', '424.27', '425.59', '430.05', '430.95', '428.62', '429.08', '435.11', '441.91', '448.44', '447.37', '451.34', '459.43', '1']"
"['424.27', '425.59', '430.05', '430.95', '428.62', '429.08', '435.11', '441.91', '448.44', '447.37', '451.34', '459.43', '462.29', '1']"
"['425.59', '430.05', '430.95', '428.62', '429.08', '435.11', '441.91', '448.44', '447.37', '451.34', '459.43', '462.29', '465.64', '0']"
"['430.05', '430.95', '428.62', '429.08', '435.11', '441.91', '448.44', '447.37', '451.34', '459.43', '462.29', '465.64', '449.52', '0']"
"['430.95', '428.62', '429.08', '435.11', '441.91', '448.44', '447.37', '451.34', '459.43', '462.29', '465.64', '449.52', '448.45', '1']"
"['428.62', '429.08', '435.11', '441.91', '448.44', '447.37', '451.34', '459.43', '462.29', '465.64', '449.52', '448.45', '454.02', '0']"
"['429.08', '435.11', '441.91', '448.44', '447.37', '451.34', '459.43', '462.29', '465.64', '449.52', '448.45', '454.02', '449.95', '1']"
"['435.11', '441.91', '448.44', '447.37', '451.34', '459.43', '462.29', '465.64', '449.52', '448.45', '454.02', '449.95', '450.76', '0']"
"['441.91', '448.44', '447.37', '451.34', '459.43', '462.29', '465.64', '449.52', '448.45', '454.02', '449.95', '450.76', '445.11', '1']"
"['448.44', '447.37', '451.34', '459.43', '462.29', '465.64', '449.52', '448.45', '454.02', '449.95', '450.76', '445.11', '449.21', '0']"
"['447.37', '451.34', '459.43', '462.29', '465.64', '449.52', '448.45', '454.02', '449.95', '450.76', '445.11', '449.21', '447.35', '1']"
"['451.34', '459.43', '462.29', '465.64', '449.52', '448.45', '454.02', '449.95', '450.76', '445.11', '449.21', '447.35', '449.21', '1']"
"['459.43', '462.29', '465.64', '449.52', '448.45', '454.02', '449.95', '450.76', '445.11', '449.21', '447.35', '449.21', '457.04', '1']"
